i,j,f_learnt
0,955,"[2.7822336288389953, -234.57868282680755, -2.782233628838986, 234.57868282680755]"
0,956,"[2.7780145693177345, -234.2229609294778, -2.778014569317725, 234.2229609294778]"
0,957,"[2.8064721786819926, -236.62230958656855, -2.8064721786819837, 236.62230958656855]"
0,958,"[2.744086478240412, -231.36237911735034, -2.744086478240403, 231.36237911735034]"
0,959,"[2.7409424333372687, -231.09729501208938, -2.74094243333726, 231.09729501208938]"
0,960,"[2.744660330287018, -231.41076235010078, -2.744660330287009, 231.41076235010078]"
0,961,"[7.042280149644303, -231.7351373266446, -7.042280149644299, 231.7351373266446]"
0,962,"[7.049631572179986, -231.9770451852717, -7.049631572179981, 231.9770451852717]"
0,963,"[7.0954403826577925, -233.48444204556006, -7.095440382657788, 233.48444204556006]"
0,964,"[5.4534353460314025, -232.51324904647345, -5.453435346031386, 232.51324904647345]"
0,965,"[5.460371196752114, -232.80896671499727, -5.460371196752096, 232.80896671499727]"
0,966,"[5.475201201773572, -233.4412603853393, -5.475201201773555, 233.4412603853393]"
0,967,"[5.4800845436635255, -233.64946706919847, -5.480084543663509, 233.64946706919847]"
0,968,"[5.486436952528951, -233.92030904876765, -5.486436952528934, 233.92030904876765]"
0,969,"[5.479911900322131, -233.64210622934493, -5.479911900322114, 233.64210622934493]"
0,970,"[5.44378346326078, -232.1017303467888, -5.443783463260763, 232.1017303467888]"
0,971,"[5.449548682250416, -232.34753683640278, -5.449548682250399, 232.34753683640278]"
0,972,"[5.462925183086595, -232.91785874781158, -5.462925183086578, 232.91785874781158]"
0,973,"[5.462665291892459, -232.90677799923515, -5.462665291892442, 232.90677799923515]"
0,974,"[5.464294508448243, -232.97624144947324, -5.464294508448226, 232.97624144947324]"
0,975,"[5.467308262643778, -233.10473619367903, -5.46730826264376, 233.10473619367903]"
0,976,"[5.465791975690419, -233.040087621973, -5.4657919756904025, 233.040087621973]"
0,977,"[5.456155086570561, -232.62920819317597, -5.4561550865705435, 232.62920819317597]"
0,978,"[5.460050408300565, -232.7952895444812, -5.460050408300548, 232.7952895444812]"
0,979,"[5.4593697688154155, -232.76626972704878, -5.459369768815399, 232.76626972704878]"
0,980,"[5.463350930054809, -232.9360109408, -5.463350930054792, 232.9360109408]"
0,981,"[5.460912080682267, -232.8320278997326, -5.46091208068225, 232.8320278997326]"
0,982,"[5.5305978697038425, -235.80315860719847, -5.530597869703825, 235.80315860719847]"
0,983,"[5.449961576155633, -232.36514102483116, -5.449961576155616, 232.36514102483116]"
0,984,"[5.4513675866488205, -232.4250878376603, -5.451367586648804, 232.4250878376603]"
0,985,"[5.445711159293221, -232.1839197997183, -5.445711159293204, 232.1839197997183]"
0,986,"[5.444066512788335, -232.11379847653032, -5.444066512788318, 232.11379847653032]"
0,987,"[5.446636752538966, -232.2233834917231, -5.446636752538949, 232.2233834917231]"
0,988,"[5.437417275350576, -231.83030088240193, -5.437417275350559, 231.83030088240193]"
0,989,"[5.39289421985487, -229.932011156034, -5.3928942198548535, 229.932011156034]"
0,990,"[5.39485353226664, -230.01554860827304, -5.394853532266623, 230.01554860827304]"
0,991,"[5.399473272156518, -230.2125163292394, -5.399473272156502, 230.2125163292394]"
0,992,"[5.405666889602472, -230.4765880609704, -5.405666889602456, 230.4765880609704]"
0,993,"[5.384340938685397, -229.5673325509838, -5.38434093868538, 229.5673325509838]"
0,994,"[5.385479851057975, -229.61589133995344, -5.3854798510579585, 229.61589133995344]"
0,995,"[5.386886546678176, -229.67586736393073, -5.386886546678159, 229.67586736393073]"
0,996,"[5.387612760350775, -229.70683028726324, -5.387612760350758, 229.70683028726324]"
0,997,"[5.382615873706552, -229.49378249719257, -5.382615873706535, 229.49378249719257]"
0,998,"[5.382135359063485, -229.47329522379798, -5.382135359063468, 229.47329522379798]"
0,999,"[5.385951922450773, -229.63601862603213, -5.385951922450756, 229.63601862603213]"
