i,j,goalCurrent
0,319,"[28.367214343790845, -12.760314445056295, -119.0784164116147, -13.166623279143437]"
0,320,"[25.327894339378094, -14.282578659429122, -123.63533401997915, -16.3922703941779]"
0,321,"[24.720007588522243, -14.305073562615389, -124.22232868046426, -16.400100429273216]"
0,322,"[24.69848699458849, -14.305869934104603, -124.24310964618165, -16.40037763058668]"
0,323,"[29.53677642169797, -10.91902881963177, -121.73391810719468, -13.844304997184144]"
0,324,"[29.416978275383116, -10.923461960672352, -121.75772070427463, -13.760019353158642]"
0,325,"[28.778851111694664, -10.983567607735818, -122.44470143831487, -13.853343688343756]"
0,326,"[28.37393418998448, -10.918965319473282, -122.65423824307663, -13.592368003838642]"
0,327,"[28.237043810152777, -10.92403127035319, -122.78643033132745, -13.594131362091504]"
0,328,"[28.00996881919404, -10.932434715150894, -123.00571175403424, -13.597056436591389]"
0,329,"[27.590320694652952, -10.913727028057925, -123.6221254032415, -13.69105959734986]"
0,330,"[28.56969770427755, -10.912906426433883, -122.62239563397266, -13.676907726065293]"
0,331,"[28.05330688464483, -10.897448425290715, -123.20586552269411, -13.685167148778735]"
0,332,"[27.316468928376516, -10.959288053748846, -123.8341584746322, -13.694061073175256]"
0,333,"[27.00473895367261, -11.34697624302034, -123.1677164145618, -13.372403661827517]"
0,334,"[26.423275466403805, -11.368938795546754, -123.7300017310446, -13.380821083913165]"
0,335,"[26.360675373360166, -11.371303273904783, -123.79053711099463, -13.38172729972428]"
0,336,"[25.60309134510946, -11.434306887736453, -124.40462804206506, -13.30336299287964]"
0,337,"[24.48362041407714, -11.475740899018895, -125.48709496238591, -13.318686559964934]"
0,338,"[23.897772448226224, -11.497424384095616, -126.05357777653641, -13.32670577721984]"
0,339,"[23.23904073123802, -12.398570252761088, -127.94532664061755, -15.36592914853583]"
0,340,"[22.404902429129972, -12.431345123520316, -128.75021456871397, -15.377978724240057]"
0,341,"[22.366635603408778, -12.465775813190055, -128.7380308121316, -15.377796327297355]"
0,342,"[21.86363649808358, -12.485159601056084, -129.25990285804264, -15.38507090390445]"
0,343,"[21.22897692307731, -12.509617112886275, -129.87301017089337, -15.39424960750239]"
0,344,"[20.598462205013437, -12.533914896743086, -130.38521197020702, -15.31238830846597]"
0,345,"[16.862671541311812, -15.22102698461396, -131.87832811428174, -17.024805191651232]"
0,346,"[17.10349997897902, -15.211746317315693, -131.77684967539733, -17.111338577342096]"
0,347,"[17.618127958704033, -15.191914394190373, -131.27970870264386, -17.10389581924764]"
0,348,"[16.90058215157722, -15.25146363556998, -131.92530112055735, -17.113561062020793]"
0,349,"[17.78802719358485, -15.187039603092778, -131.28758530940706, -17.191334519089637]"
0,350,"[17.247870928188703, -15.20785684533187, -131.71958368049079, -17.109878890406648]"
0,351,"[16.573978512781913, -15.265445357626048, -132.414675258701, -17.209123941886375]"
0,352,"[17.572920666920727, -15.22770340135049, -131.4473061111456, -17.19385547216294]"
0,353,"[20.207942811263024, -15.160963139708834, -128.7155196344169, -17.064903595696876]"
0,354,"[19.691676898208044, -15.147652715023462, -129.43580861848773, -17.16147104906625]"
0,355,"[19.51031979522808, -15.154504735255639, -129.6114294342263, -17.164243026827428]"
0,356,"[19.441672994067357, -15.124973463220586, -129.77012831364695, -17.16674791078796]"
0,357,"[18.881787007743405, -15.146552730726823, -130.3117135708583, -17.17529622712768]"
0,358,"[26.22861303163566, -11.406964181942305, -124.44932094705234, -13.562875062808587]"
0,359,"[25.233445938212068, -11.444566397637656, -125.41425141874016, -13.578887383499978]"
0,360,"[26.0838508352718, -11.412433996376665, -124.58968476669935, -13.565204298499243]"
0,361,"[23.084215321057364, -12.939555424946336, -127.26771901827162, -15.200712006628617]"
0,362,"[22.62996427222175, -12.924466310691187, -127.79498797584695, -15.209887864299453]"
0,363,"[21.845546776329602, -12.987758259535452, -128.5061724919178, -15.222264333278732]"
0,364,"[9.809399572089227, -20.674122048786188, -136.3386248143437, -22.34125298285016]"
0,365,"[11.028374193516546, -20.596794707325216, -135.19050069407385, -22.236753903400537]"
0,366,"[10.913034689851099, -20.601240863330762, -135.3022168727837, -22.238607847495185]"
0,367,"[20.904346902842068, -14.784225336642868, -131.03437500761822, -18.74255113959266]"
0,368,"[20.510969467782243, -14.799687973135129, -131.41497006868016, -18.748867358545766]"
0,369,"[19.921174267310267, -14.856542527347978, -131.97873065290727, -18.75750168581644]"
0,370,"[19.93469131245874, -14.856021423142765, -131.9656379885598, -18.75728439743008]"
0,371,"[21.162433163216857, -14.80868996613295, -130.776442289296, -18.737548275911905]"
0,372,"[20.877742061209304, -14.78692093576005, -131.144235622088, -18.743652245102215]"
0,373,"[21.668924350424454, -14.757462570638891, -130.54484848783085, -18.81786491884367]"
0,374,"[21.414016726614317, -14.767484057797306, -130.79180584003998, -18.82216313479857]"
0,375,"[20.90116052434342, -14.787646584787865, -131.2053593501031, -18.743948660150522]"
0,376,"[17.533180780762503, -16.688829196472284, -130.9156687595368, -18.265851288302077]"
0,377,"[17.90903012010884, -16.674052983538914, -130.55155467210503, -18.25951377040885]"
0,378,"[17.334476411266213, -16.730395251565184, -131.05762449959417, -18.268322071701327]"
0,379,"[10.42996760143642, -20.703196907064736, -136.20783321752572, -22.43819403477938]"
0,380,"[10.097119405353823, -20.71603097567421, -136.6566235933225, -22.53025483517463]"
0,381,"[9.465841658040302, -20.710450558158126, -137.37429430190517, -22.543324940116197]"
0,382,"[9.007368995887028, -20.699016915479756, -137.7736444287865, -22.378283938363968]"
0,383,"[8.873013347259354, -20.704401285622595, -138.0312300918272, -22.468090585996634]"
0,384,"[9.082024382598865, -20.727824173170102, -137.78133766442892, -22.46374079207829]"
0,385,"[8.445429988291883, -20.75285592587451, -138.32243477944795, -22.386521766016845]"
0,386,"[13.974225287637948, -16.91511971929553, -137.89442023762803, -21.220659662762213]"
0,387,"[13.442660325405342, -16.90711997030822, -138.54959562188304, -21.230723953588893]"
0,388,"[12.91019113652019, -16.92846095344742, -139.06427315967383, -21.239267358204394]"
0,389,"[12.275493666303191, -16.953899172771912, -139.80975876082246, -21.340036208886854]"
0,390,"[13.177507869842934, -16.948314860120814, -138.80875303747885, -21.234219302331866]"
0,391,"[12.860265172292925, -16.93236311762257, -139.20695062808556, -21.24082950589024]"
0,392,"[18.548693817649262, -13.555209625819305, -133.12532724535146, -16.450130254874672]"
0,393,"[17.98286592314317, -13.57831781928557, -133.80551984522583, -16.551042115449498]"
0,394,"[17.401181466422635, -13.602073588650653, -134.36787575416113, -16.560832170404467]"
0,395,"[6.3800039039093015, -20.30409464234067, -142.48422813792018, -23.201484490857098]"
0,396,"[6.119021046934319, -20.314754156944012, -142.86841129800678, -23.296360607305346]"
0,397,"[6.216357502915741, -20.284280183709864, -142.7150380813411, -23.115401319009834]"
0,398,"[5.646966183396227, -20.87537408419019, -141.65304276759773, -22.528502877285767]"
0,399,"[5.140846766236091, -20.89642802238146, -142.0598913948919, -22.445768510775146]"
0,400,"[4.6782588975051675, -20.889840212336654, -142.73686857672743, -22.545650473125807]"
0,401,"[9.942965233879839, -17.08120581615184, -142.4807121743172, -21.40379908759656]"
0,402,"[9.787001162032274, -17.062017323416878, -142.71851811863215, -21.407747574600634]"
0,403,"[10.10373295966348, -17.022426883903815, -142.50133822458608, -21.404141558814707]"
0,404,"[2.760002780058176, -20.910230114610503, -147.24317541710616, -24.63562344738102]"
0,405,"[2.201125329766039, -20.935157632341564, -147.7792535538193, -24.64409020783324]"
0,406,"[1.4705401473365356, -20.967743801419495, -148.5363586681781, -24.655158268865833]"
0,407,"[0.986650448906113, -21.014663751795034, -149.01864183675022, -24.66189079848132]"
0,408,"[18.0124226325953, -10.22159470504504, -137.6617089847689, -15.158365727694475]"
0,409,"[17.73336049438281, -10.234043080411011, -137.9290422426475, -15.162371405391697]"
0,410,"[17.94728554239796, -10.224500333713328, -137.7241083867183, -15.159300710100675]"
0,411,"[15.160785183054056, -12.191251907491091, -137.00446570563685, -14.772905038044824]"
0,412,"[14.438878630950562, -12.249218190537494, -137.54426112993562, -14.685888711553343]"
0,413,"[13.9453060724694, -12.246995408615103, -138.20302875741152, -14.791838606797123]"
0,414,"[19.28027446777485, -8.427343230765201, -134.27085641579393, -11.536559138523035]"
0,415,"[18.59713901225198, -8.458330625292522, -134.92463136954933, -11.546355860733286]"
0,416,"[17.68246605147868, -8.499820686553154, -135.94585281486417, -11.659573188325455]"
0,417,"[14.020452004039727, -10.379027529366786, -141.75082886342847, -15.317106215471247]"
0,418,"[13.259955182584246, -10.436186845741547, -142.3274790307321, -15.227417867167814]"
0,419,"[12.78682705651932, -10.457297031421138, -142.8089732247851, -15.234210769653075]"
0,420,"[12.341752544587418, -10.45649424539986, -143.29601472772964, -15.241510057928808]"
0,421,"[11.596493761996395, -10.490303646046213, -144.009226756226, -15.252198962603753]"
0,422,"[11.862836862638748, -10.457985612065869, -143.84222559571975, -15.249278696747162]"
0,423,"[7.686704207156765, -12.92474523985762, -147.95046800494382, -18.070715043681293]"
0,424,"[7.021454448690881, -12.954928641389644, -148.6224869377041, -18.080257582016007]"
0,425,"[6.379056419792915, -12.965625388760738, -149.30165102071294, -18.09043775775089]"
0,426,"[12.478142895673365, -8.741715059039683, -140.89779780859192, -11.638572292357978]"
0,427,"[11.789166449506826, -8.772974976771497, -141.55712805363694, -11.648455173284411]"
0,428,"[12.068862168526614, -8.74167840949668, -141.34212904709057, -11.645232494517636]"
0,429,"[-0.8005807389852492, -16.914875261795114, -151.9905860206181, -19.423227202814385]"
0,430,"[-1.5258187384354995, -16.948321668803917, -152.68474280613324, -19.434196695200914]"
0,431,"[-2.2297520573806326, -16.98078555005441, -153.35850795669944, -19.44484394643244]"
0,432,"[-0.7729827396861666, -16.932577397626275, -151.9358000708335, -19.42236144154605]"
0,433,"[-1.0184857109971717, -16.9270862298907, -152.24401612326048, -19.42723206113957]"
0,434,"[-0.9954229764195827, -16.909448158328058, -152.4453294188604, -19.531355004958016]"
0,435,"[-0.017177277865639072, -16.863599128325752, -151.50871675722058, -19.51579416799848]"
0,436,"[-0.536797934616956, -16.907025816284875, -152.01599716314013, -19.52358522649874]"
0,437,"[-1.2301129572200158, -16.939008167547986, -152.68051997974908, -19.534626451913258]"
0,438,"[0.4555164379377215, -16.86125074176345, -151.10301560250548, -19.507782357222506]"
0,439,"[5.523280466772101, -13.123579807742505, -150.41877347151043, -18.326594403723487]"
0,440,"[6.209864553919344, -13.055329269974967, -150.04009530356657, -18.420943012747756]"
0,441,"[7.094262577936843, -13.033815003145238, -149.0494063266879, -18.304403514187825]"
0,442,"[6.932463113452421, -13.020920295940522, -149.38356143546727, -18.40945895048904]"
0,443,"[6.22972896582515, -13.074345196414553, -150.02567768207243, -18.420130569912217]"
0,444,"[5.3335262207084275, -13.116360070051856, -150.88368144329806, -18.43439012128141]"
0,445,"[-0.31705134403506363, -16.969866677696356, -152.01057169445355, -19.612999512697698]"
0,446,"[-0.9376611015938299, -16.982392771305868, -152.67774569073512, -19.62408757816093]"
0,447,"[-0.7878921559234915, -16.975260053227316, -152.6847224249638, -19.72479645781852]"
0,448,"[-0.16986689995011922, -16.965160863537612, -151.9519195132392, -19.6113943509737]"
0,449,"[-0.30239473163186487, -16.971374739877977, -152.07880449878454, -19.613503288520302]"
0,450,"[-0.8834366325381205, -16.98204185967207, -152.70807890999916, -19.623962370240825]"
0,451,"[4.03433011628419, -14.692676256099558, -149.62408259588688, -18.25433287194578]"
0,452,"[4.049706168262112, -14.691943873942567, -149.60935839224769, -18.254076221283228]"
0,453,"[3.9263690321629383, -14.717782766621708, -149.6975317449362, -18.25561312948835]"
0,454,"[5.5729814853521376, -14.640566889584573, -148.26636081609584, -18.329292479320948]"
0,455,"[5.136788686519153, -14.66102161738281, -148.6850497727949, -18.336928613128308]"
0,456,"[4.375221186958653, -14.696734393809129, -149.30041630188794, -18.248112423407285]"
0,457,"[4.926430712174444, -14.633398025652564, -148.94412435497668, -18.241327152943423]"
0,458,"[6.270216771640987, -13.177875543292577, -150.38324548895557, -18.647845055410556]"
0,459,"[8.821217619472975, -13.05633375075928, -148.0865393276084, -18.705714109252845]"
0,460,"[9.591919504910123, -13.019613853647355, -147.23602306238283, -18.592384982938242]"
0,461,"[9.356181984646938, -13.032546457108403, -147.52961334027415, -18.596916990190365]"
0,462,"[8.933194442945576, -13.05270249298809, -147.93468851800142, -18.60398032442588]"
0,463,"[11.531007574943482, -12.928912523934482, -145.44688565762965, -18.560600270349315]"
0,464,"[5.448129960639125, -16.776591383848224, -147.0514174106764, -19.716448390805283]"
0,465,"[5.124895899761402, -16.771033957937984, -147.58317077642658, -19.821634052968513]"
0,466,"[6.309852588669578, -16.691931765102222, -146.5280318606748, -19.802382976506124]"
0,467,"[9.400008757315161, -14.490275512553405, -144.8944347302498, -18.264166184786482]"
0,468,"[8.865909551883338, -14.540037741829451, -145.3695625449341, -18.272451861225964]"
0,469,"[8.155479058676521, -14.551427173774858, -146.22835126258525, -18.384143611302843]"
0,470,"[11.40331662019357, -14.417222420206048, -143.0827395102085, -18.326745998208146]"
0,471,"[10.732138396661332, -14.449708721051987, -143.7256557523753, -18.338477216370176]"
0,472,"[11.86509094952481, -14.394871665578409, -142.67316389787703, -18.318674855240328]"
0,473,"[14.914359717380272, -12.8729344605678, -142.3595678134825, -18.614337323205127]"
0,474,"[15.038464266248505, -12.842157914681112, -142.31404525846315, -18.613543298678366]"
0,475,"[14.411901742481039, -12.874671934707477, -143.08618562494607, -18.72059370376862]"
0,476,"[22.528413564535583, -8.23848577421038, -133.71082282760554, -12.780134728582707]"
0,477,"[21.890021444949014, -8.26986353408913, -134.3377760649626, -12.790791742322943]"
0,478,"[22.91280909750528, -8.193315040389498, -133.42259799601422, -12.774825240838913]"
0,479,"[28.807431697518943, -5.678965104317076, -128.81665456301818, -11.19130998916713]"
0,480,"[27.90160871371448, -5.723494305742503, -129.6823190845985, -11.206412660808256]"
0,481,"[27.289481964757407, -5.753585742799797, -130.40656880073513, -11.312189706796799]"
0,482,"[28.238621388664715, -5.678955840286312, -129.55586474997625, -11.296660347340776]"
0,483,"[26.32133062709012, -6.827730579779646, -130.94824242736152, -12.038639419383946]"
0,484,"[28.817553269674857, -6.731608806862702, -128.53394108327413, -11.994295041484058]"
0,485,"[30.845186764691867, -6.599526412664768, -126.42289616549303, -11.77717414268845]"
0,486,"[29.12018454479066, -7.8621359381659905, -127.65660941524973, -12.680834251464384]"
0,487,"[28.456219543860314, -7.896820784606074, -128.44339209607372, -12.784004245592403]"
0,488,"[29.933190110822736, -7.822004327195379, -126.91769591111606, -12.667647127177844]"
0,489,"[33.64738337989884, -4.827237878197285, -125.973706387843, -11.670374700243332]"
0,490,"[33.718451034692244, -4.823637921443194, -125.90593333184877, -11.669191765494535]"
0,491,"[33.206125126983004, -4.849589968364046, -126.39450851462942, -11.677719528521191]"
0,492,"[33.25912574675577, -4.815927477155256, -126.53656966838926, -11.769438319252503]"
0,493,"[32.724002378118264, -4.843429420956276, -127.04700088625276, -11.77876037267351]"
0,494,"[32.69820657260211, -4.814266560582868, -127.00944340180958, -11.688218088789824]"
0,495,"[32.688425365547346, -4.845891927408891, -126.97205698789757, -11.68756545441263]"
0,496,"[31.92281219991584, -4.885246166450853, -127.83647695572314, -11.792934568439943]"
0,497,"[32.817921886123294, -4.839235514935049, -126.98263032745925, -11.77733880711962]"
0,498,"[28.487200116575142, -8.528814421556588, -129.61674062389022, -14.214156776931544]"
0,499,"[28.103001904768416, -8.548563073938322, -130.0033465171303, -14.220850776229463]"
0,500,"[27.652509789350805, -8.571719382100865, -130.3196836655723, -14.137325711369458]"
0,501,"[32.26132412535461, -6.2997511381181255, -127.52767250235256, -13.12680874064162]"
0,502,"[31.568867864175687, -6.3367072291906075, -128.20206150929494, -13.138585609264604]"
0,503,"[31.61314143734004, -6.33439843860615, -128.04401303332102, -13.046880633399846]"
0,504,"[30.054228185087254, -7.919617197338255, -130.41202939579998, -15.178429599703737]"
0,505,"[29.29628132967831, -7.928357262506767, -131.2007682405295, -15.192205151244394]"
0,506,"[28.67052700021428, -7.9614497522281376, -131.79559328897417, -15.202593942372506]"
0,507,"[28.852142439710015, -7.983389197410362, -131.57561428725455, -15.198751945625041]"
0,508,"[28.26464078008542, -8.014031720128706, -132.26784233315257, -15.299876538127696]"
0,509,"[31.585385010991462, -7.840830540403749, -129.10378255080508, -15.24205485136455]"
0,510,"[31.864510676158474, -7.793606882210086, -128.907739368296, -15.238472255500106]"
0,511,"[32.570177376431246, -7.756281735861387, -128.23602115462825, -15.226196924812458]"
0,512,"[32.01795011898351, -7.752798257692909, -128.96044323420614, -15.32554996864026]"
0,513,"[31.557543912812903, -7.777488983129594, -129.3988058175375, -15.333914697651931]"
0,514,"[38.342257344309864, -2.395133720685075, -120.81920260493821, -9.066109727253446]"
0,515,"[36.75676448883743, -2.4790108296228164, -122.3351099396469, -9.094948222135493]"
0,516,"[39.15632721160177, -2.352067095246747, -120.05276471820474, -9.051302628236572]"
0,517,"[33.102166182503076, -6.262828052461256, -127.10007821997185, -13.297209132661122]"
0,518,"[32.56184790779599, -6.291019594753812, -127.61557061511476, -13.307048251423959]"
0,519,"[31.817930058486105, -6.298674381009516, -128.2721888564886, -13.230973090907131]"
0,520,"[30.457445781750604, -7.403071380238815, -127.89156982638595, -13.079448624484336]"
0,521,"[29.51509261155785, -7.453626319481457, -128.80363597241256, -13.096575637137345]"
0,522,"[28.555392284988613, -7.535841723767379, -129.55111566112936, -13.02092992206164]"
0,523,"[33.88826329113868, -3.210037832963443, -124.61229539957021, -9.33381766894327]"
0,524,"[33.67406619865766, -3.221373579616647, -124.82025886337507, -9.337715107421811]"
0,525,"[33.1969035905934, -3.246625997260356, -125.27495087079285, -9.346397353700924]"
0,526,"[32.23803133509792, -3.2973714711376303, -126.18866779525422, -9.363844582238368]"
0,527,"[31.531302479608854, -3.3347730024354623, -126.86211528793599, -9.37670391755134]"
0,528,"[33.13563617755477, -3.249868393617182, -125.47016258923452, -9.441414759683223]"
0,529,"[32.26200875441358, -3.2675667131142507, -126.35450506588833, -9.459013617980908]"
0,530,"[31.676390190559918, -3.3556718436986994, -126.81932321179704, -9.46826373193562]"
0,531,"[31.092069734457848, -3.3584316607974642, -127.56647411779812, -9.575872222410252]"
0,532,"[31.120605615652018, -3.356921205067518, -127.53921126398532, -9.575307764420161]"
0,533,"[30.41504478071844, -3.3942678143661658, -128.21329599849673, -9.589264209222526]"
0,534,"[30.650324947248947, -3.3818140102148013, -127.98851202419004, -9.584610216973108]"
0,535,"[31.81994886095759, -3.3203057648262666, -127.0166314133908, -9.656541609999332]"
0,536,"[26.279785325452096, -6.999832904756887, -132.72986578764773, -13.081465699164863]"
0,537,"[26.00244451498356, -7.01471988877502, -133.00727196200032, -13.086947449281306]"
0,538,"[25.406141654768117, -7.046727984283926, -133.57636956409345, -13.098733609666068]"
0,539,"[24.65543593390503, -7.087024051963003, -134.43282838287226, -13.209651895903166]"
0,540,"[24.011054861051562, -7.095952089073692, -134.97743815601817, -13.12749899991516]"
0,541,"[26.30195743323523, -6.972258693406135, -132.81027070547196, -13.08260976638059]"
0,542,"[25.16834595401915, -7.484159619014545, -135.24792180848695, -14.456286133923765]"
0,543,"[24.698058440915062, -7.509753870457936, -135.69688643235017, -14.46594581560287]"
0,544,"[24.209851670348588, -7.536323333805518, -136.03902470027546, -14.380274062971315]"
0,545,"[29.03742639950057, -3.460990322452195, -129.71942836970902, -9.71000242040432]"
0,546,"[28.334541956164987, -3.498733953231432, -130.3911125646413, -9.724456182176933]"
0,547,"[30.089112935912294, -3.404516646441603, -128.714425013569, -9.68837606802039]"
0,548,"[30.892579181141485, -3.3613719537527187, -127.94662372958985, -9.671853992719125]"
0,549,"[31.85325687911933, -3.2816034782629417, -127.21709583033082, -9.748121378778313]"
0,550,"[31.24997638198279, -3.3421803666888885, -127.74407073334207, -9.759882913407871]"
0,551,"[32.0469269764037, -3.2993855527328835, -126.9815779366241, -9.74286486305644]"
0,552,"[31.973096921416495, -3.3033500939348817, -127.0522157973687, -9.744441427026674]"
0,553,"[31.14665846891928, -3.3200658780427066, -128.03162558438814, -9.858673621642293]"
0,554,"[26.592193612021575, -6.933532375105472, -133.03623699920377, -13.366116623663192]"
0,555,"[25.812643410156216, -7.004391934741543, -133.73936565858014, -13.382371036763123]"
0,556,"[25.140010153537567, -7.0410127282086865, -134.3949567061931, -13.39725485973512]"
0,557,"[24.655024570478982, -7.067417246119403, -134.87051541687964, -13.40798647238018]"
0,558,"[24.470187794979985, -7.078447280660383, -135.06437815902206, -13.412469419524136]"
0,559,"[25.30636100076193, -6.978990624358773, -134.23577051341553, -13.30058745571393]"
0,560,"[24.8796559518489, -7.029954702003871, -134.74161475211565, -13.404747901928197]"
0,561,"[16.76829932410642, -12.31037084165145, -145.9139714390452, -20.757479145847732]"
0,562,"[16.810903702909044, -12.308019553452803, -145.7667106899704, -20.661904030147216]"
0,563,"[16.87683910795493, -12.27957638461522, -145.91261764866485, -20.75674862321]"
0,564,"[29.382250763395938, -3.3733758245170713, -129.6983186538531, -9.81266017743357]"
0,565,"[29.02095454970344, -3.393580087856175, -130.0428822232155, -9.820356500409922]"
0,566,"[28.239764978710788, -3.4372654607218034, -130.93047613035026, -9.934848750270188]"
0,567,"[28.214852303717247, -3.4386586174363636, -130.95426365236827, -9.935399082763102]"
0,568,"[28.30019037035873, -3.434315154180756, -130.880100977956, -9.933683303815656]"
0,569,"[29.567302381788416, -3.3371213484831097, -129.85856566002838, -10.00361197961743]"
0,570,"[30.530162123778556, -3.282561180634247, -128.93875727252617, -9.981598869683685]"
0,571,"[29.83344128549913, -3.3220406647403706, -129.46411966434795, -9.900910724666858]"
0,572,"[32.580391568871136, -3.166385524124062, -126.84431458573802, -9.840273564155336]"
0,573,"[18.7503748773115, -13.50983202281893, -141.7279731506777, -20.270306459770225]"
0,574,"[18.53600797694448, -13.524158670811788, -142.09937875441292, -20.367482435445474]"
0,575,"[17.995986416355453, -13.555159747524048, -142.50916087090715, -20.287101796893936]"
0,576,"[33.645963620437215, -1.943543014622804, -126.24037355947476, -9.125149766240149]"
0,577,"[33.668357534407576, -1.9422574447575467, -126.2190362384353, -9.124655790741313]"
0,578,"[34.503320616305594, -1.8943246279166945, -125.42346850703531, -9.106237781927202]"
0,579,"[34.01358152422419, -1.6566892915161342, -128.03631476335653, -10.267544402311966]"
0,580,"[33.60875869547418, -1.6520802388920632, -128.4668288308773, -10.277511136226934]"
0,581,"[33.32454637131164, -1.6963911371189733, -128.83425328041326, -10.378181424563824]"
0,582,"[32.7971658266388, -1.726673010166263, -129.1986769747817, -10.294435389153449]"
0,583,"[33.717834830695566, -1.6738087507978845, -128.32141062563826, -10.274122491661293]"
0,584,"[34.21590784754828, -1.616915549365477, -127.89206346300635, -10.264181058353607]"
0,585,"[35.55219492211994, -1.5100057043350297, -126.80274623847905, -10.32950074760219]"
0,586,"[31.729787667043997, -4.268262470168265, -129.80053297154436, -12.085660584904504]"
0,587,"[32.5129463020314, -4.222699088087115, -129.07055246633732, -12.068617912675295]"
0,588,"[32.809432086812194, -4.205239082617176, -128.79430885843823, -12.062087116743276]"
0,589,"[31.090439010070714, -5.709003809105242, -129.94562885895752, -12.964524814251794]"
0,590,"[30.903191854499898, -5.720166877200006, -130.12325460415238, -12.968498510553621]"
0,591,"[30.236087429850844, -5.759937479300596, -130.89170659641485, -13.075732047276533]"
0,592,"[27.076605151752588, -7.531403147444337, -138.21007288543828, -17.452858805681615]"
0,593,"[27.50930733339599, -7.5056068468078205, -137.7991091740002, -17.443336251627557]"
0,594,"[27.422943227697324, -7.510755594674876, -137.88113444431005, -17.445236881898758]"
0,595,"[27.809321712600543, -7.5174009347165756, -137.60340986764496, -17.527807071073592]"
0,596,"[27.137067828327325, -7.556998595442045, -138.24338815682506, -17.543146969612195]"
0,597,"[29.076954097680396, -7.44273379141955, -136.39663780713124, -17.49888146331396]"
0,598,"[35.96314244324684, -2.303208714615284, -126.39048383900315, -10.94307611988526]"
0,599,"[35.96691655451063, -2.3029836638737877, -126.38689919033088, -10.942993043715502]"
0,600,"[35.686848900619026, -2.289726144053901, -126.83728682700878, -11.042951907724289]"
0,601,"[35.340067230627916, -2.31065653115263, -127.16675651965365, -11.050850551296632]"
0,602,"[35.25658647609104, -2.315695103427213, -127.2460697617282, -11.052751991834862]"
0,603,"[35.5479902216599, -2.328193030828564, -126.79200780376281, -10.952298934621254]"
0,604,"[35.15725816160643, -2.321922397898622, -127.21320787105893, -10.962033646170166]"
0,605,"[34.465952424349176, -2.3346459799838195, -127.91704142968071, -10.978354599230983]"
0,606,"[33.34497327975688, -2.4031319874374315, -128.98016161409294, -11.002990548579687]"
0,607,"[24.29918134133622, -8.956497934658653, -138.6209730229232, -17.04232019448416]"
0,608,"[23.92837979936748, -8.979157253390023, -138.97241597643466, -17.050471258464935]"
0,609,"[24.34398057803091, -8.953760297221121, -138.71487792269122, -17.134919423680447]"
0,610,"[25.30385119230437, -7.699122858710814, -140.31990268865604, -17.706960901974103]"
0,611,"[25.272716925827076, -7.7010254432141885, -140.34944710682217, -17.707669729479097]"
0,612,"[25.117807138449503, -7.710491828462103, -140.4964465403771, -17.71119652906392]"
0,613,"[24.302856742296886, -7.760292648271629, -141.26978209675357, -17.729750338784132]"
0,614,"[24.845042872333646, -7.727160185372466, -140.89286806191217, -17.811828098329602]"
0,615,"[24.109642638792174, -7.77209977272819, -141.59155630472887, -17.829147742114717]"
0,616,"[23.634554241681336, -7.8011319589444446, -142.04292776508518, -17.840336699405054]"
0,617,"[23.71308612520531, -7.796332952527436, -141.96831627979884, -17.83848717014687]"
0,618,"[23.12393161861813, -7.832335606874294, -142.66755122571956, -17.94809212024188]"
0,619,"[22.748358613786532, -7.881316804478439, -142.74136076087424, -17.764193329691395]"
0,620,"[23.423393664271003, -7.841702236016067, -142.25768106070086, -17.84476242824851]"
0,621,"[22.835017454546925, -7.852344144262228, -142.8751113596333, -17.860073792230143]"
0,622,"[22.48219580019996, -7.849334436414951, -143.28526386566534, -17.869811065628582]"
0,623,"[28.859113467969376, -2.6550153938202037, -133.57268256811602, -11.30093335833169]"
0,624,"[28.829673467024183, -2.6568366211253673, -133.59939988013122, -11.30162641425871]"
0,625,"[28.028627300108447, -2.682153705369131, -134.4016439147406, -11.321528878749918]"
0,626,"[18.565085269609412, -9.359699317595254, -144.60719736262993, -17.467248993417932]"
0,627,"[17.83087066230655, -9.405661692992838, -145.3185897603392, -17.484522112961496]"
0,628,"[16.338042041954445, -9.499113864565587, -146.73395537483063, -17.519642372025967]"
0,629,"[17.03735488070187, -8.278687526719567, -148.72723387178604, -18.216942980515967]"
0,630,"[16.61052222030539, -8.305407565757147, -149.1324055277976, -18.227319113852875]"
0,631,"[16.140211096961924, -8.334849388610797, -149.57884919147773, -18.23875219144612]"
0,632,"[16.86056987486416, -8.289754398342874, -148.895047350508, -18.22124055416189]"
0,633,"[16.176314939232288, -8.332589261482813, -149.5445775554987, -18.237874521304796]"
0,634,"[16.49969531520724, -8.31234541167523, -149.23760816301197, -18.23001327212921]"
0,635,"[15.70822243117487, -8.361892197384847, -150.13678386424888, -18.350732163944357]"
0,636,"[15.833947537525466, -8.35402171309114, -150.0172955367261, -18.347577322617408]"
0,637,"[15.36300907694121, -8.404263682520154, -150.43323566857842, -18.358559358643102]"
0,638,"[14.33845206807577, -8.46767587842641, -151.55740755494367, -18.48678169975348]"
0,639,"[13.119253191714654, -8.543134908355952, -152.71883598028074, -18.518366347664177]"
0,640,"[12.468101824941874, -8.583436168000006, -153.20273363028915, -18.431284269701134]"
0,641,"[12.569687401010352, -8.577148802440878, -153.12088498328123, -18.428732270158058]"
