i,j,goalCurrent
0,962,"[5.340956907519623, 0.08835437320009529, -162.00378558576313, -13.499048460412816]"
0,963,"[-7.332605993652682, -10.59205502876673, -180.5599031123, -24.0265451893309]"
0,964,"[-7.001518405704322, -10.56499043529138, -180.41835980080154, -24.131084032546603]"
0,965,"[-7.098002984474283, -10.572877520147777, -180.50976426376286, -24.135040634666932]"
0,966,"[2.043073823669442, -2.6237792621890894, -165.6063412448259, -15.307932591962457]"
0,967,"[1.9751416832277608, -2.6293323418933374, -165.67069661533222, -15.310718326784915]"
0,968,"[1.8867733606909303, -2.636555967340544, -165.75441216000522, -15.314342100622932]"
0,969,"[-7.369833597436013, -10.59509818108996, -180.76728242377317, -24.146187758832518]"
0,970,"[-6.867251120989019, -10.554014821556125, -180.2911619707531, -24.125578051900092]"
0,971,"[-6.9474510486014465, -10.560570725542235, -180.36713920365816, -24.128866859372607]"
0,972,"[-7.133531473420983, -10.575781779156987, -180.54342210311293, -24.136497573138243]"
0,973,"[-7.129916128540889, -10.575486244552204, -180.53999711373746, -24.13634931648002]"
0,974,"[-7.152580150510175, -10.577338903979628, -180.5614678273277, -24.137278713887582]"
0,975,"[-7.1945044674802645, -10.580765986832711, -180.60118474091664, -24.138997929989596]"
0,976,"[-7.173411408549175, -10.57904174501302, -180.58120227585968, -24.13813295402396]"
0,977,"[-7.039352700421877, -10.568083181269273, -180.45420204040363, -24.132635526605124]"
0,978,"[2.2538364229723262, -2.6065505762534804, -165.4066757392373, -15.299289721175045]"
0,979,"[2.2633047948654417, -2.6057765888088027, -165.3977058970196, -15.298901445859073]"
0,980,"[2.207922884171902, -2.6103037561003855, -165.45017183374492, -15.301172525735995]"
0,981,"[2.2418497035151246, -2.6075304247921176, -165.41803133272822, -15.299781267909504]"
0,982,"[1.272451100410537, -2.6867734410319475, -166.33638906244872, -15.339533989198019]"
0,983,"[2.39418210787554, -2.5950780866580154, -165.27371954954296, -15.293534479855184]"
0,984,"[2.3746231041362784, -2.5966769278838866, -165.29224873063737, -15.294336547881521]"
0,985,"[-6.89406728921062, -10.556206896154816, -180.31656621137088, -24.12667771890799]"
0,986,"[-6.871188621309729, -10.554336690600355, -180.12229021225536, -24.007979814079032]"
0,987,"[-6.906943211433323, -10.557259432140043, -180.15611073985156, -24.009418419173706]"
0,988,"[-6.778691118240941, -10.546775527303492, -180.03479614941472, -24.004258127473236]"
0,989,"[-6.159331153899828, -10.496146248949469, -179.44893904145846, -23.97933784739017]"
0,990,"[-6.186587137389179, -10.498374276032818, -179.64554319510933, -24.09766564770999]"
0,991,"[7.267980236334897, 1.411871177969902, -158.28915917260593, -11.756257469331926]"
0,992,"[7.181820860304693, 1.4048281217780432, -158.58096740468497, -11.880029931294372]"
0,993,"[7.478486038659628, 1.4290788721617178, -158.3000158929989, -11.867864400919784]"
0,994,"[7.462642635312429, 1.4277837608785824, -158.10508843334927, -11.748425123388607]"
0,995,"[7.4430741007753, 1.4261841405622862, -158.33355214263733, -11.869316559910413]"
0,996,"[7.432971746627384, 1.425358328547249, -158.13314491700172, -11.749618947495613]"
0,997,"[7.502483407480969, 1.43104052537757, -158.2772896091653, -11.866880326142537]"
0,998,"[7.509167843867511, 1.4315869413714, -158.06109468017564, -11.746553156689323]"
0,999,"[7.456075652930958, 1.4272469461051396, -158.3212392525548, -11.868783397310935]"
