i,j,x,y,yaw
0,295,-0.00368,0.10661,-0.06843
0,296,-0.00368,0.10661,-0.06843
0,297,-0.00368,0.10661,-0.06843
0,298,-0.00294,0.10671,-0.08827
0,299,-0.00294,0.10671,-0.08827
0,300,-0.00294,0.10671,-0.08827
0,301,-0.00156,0.10761,-0.06507
0,302,-0.00156,0.10761,-0.06507
0,303,-0.00156,0.10761,-0.06507
0,304,-0.00156,0.10761,-0.06507
0,305,-0.00156,0.10761,-0.06507
0,306,-0.00156,0.10761,-0.06507
0,307,-0.00156,0.10761,-0.06507
0,308,-0.00156,0.10761,-0.06507
0,309,-0.00156,0.10761,-0.06507
0,310,-0.00156,0.10761,-0.06507
0,311,-0.00156,0.10761,-0.06507
0,312,-0.00156,0.10761,-0.06507
0,313,-0.00156,0.10761,-0.06507
0,314,-0.00293,0.10661,-0.06852
0,315,-0.00293,0.10661,-0.06852
0,316,-0.00293,0.10661,-0.06852
0,317,-0.00293,0.10661,-0.06852
0,318,-0.00293,0.10661,-0.06852
0,319,-0.00293,0.10661,-0.06852
0,320,-0.00197,0.10728,-0.08057
0,321,-0.00197,0.10728,-0.08057
0,322,-0.00197,0.10728,-0.08057
0,323,-0.00081,0.10761,-0.06507
0,324,-0.00081,0.10761,-0.06507
0,325,-0.00081,0.10761,-0.06507
0,326,-0.00093,0.10752,-0.06425
0,327,-0.00093,0.10752,-0.06425
0,328,-0.00093,0.10752,-0.06425
0,329,-0.00093,0.10752,-0.06425
0,330,-0.00093,0.10752,-0.06425
0,331,-0.00093,0.10752,-0.06425
0,332,-0.00093,0.10752,-0.06425
0,333,-0.00175,0.10718,-0.06432
0,334,-0.00175,0.10718,-0.06432
0,335,-0.00175,0.10718,-0.06432
0,336,-0.00175,0.10718,-0.06432
0,337,-0.00175,0.10718,-0.06432
0,338,-0.00175,0.10718,-0.06432
0,339,-0.00068,0.10756,-0.0721
0,340,-0.00068,0.10756,-0.0721
0,341,-0.00068,0.10756,-0.0721
0,342,-0.00068,0.10756,-0.0721
0,343,-0.00068,0.10756,-0.0721
0,344,-0.00068,0.10756,-0.0721
0,345,-0.00165,0.10717,-0.0836
0,346,-0.00165,0.10717,-0.0836
0,347,-0.00165,0.10717,-0.0836
0,348,-0.00165,0.10717,-0.0836
0,349,-0.00165,0.10717,-0.0836
0,350,-0.00165,0.10717,-0.0836
0,351,-0.00165,0.10717,-0.0836
0,352,-0.00165,0.10717,-0.0836
0,353,-0.00165,0.10717,-0.0836
0,354,-0.00165,0.10717,-0.0836
0,355,-0.00165,0.10717,-0.0836
0,356,-0.00165,0.10717,-0.0836
0,357,-0.00165,0.10717,-0.0836
0,358,-0.00101,0.10717,-0.06439
0,359,-0.00101,0.10717,-0.06439
0,360,-0.00101,0.10717,-0.06439
0,361,-0.00083,0.10719,-0.07228
0,362,-0.00083,0.10719,-0.07228
0,363,-0.00083,0.10719,-0.07228
0,364,-0.00122,0.107,-0.11095
0,365,-0.00122,0.107,-0.11095
0,366,-0.00122,0.107,-0.11095
0,367,0.00017,0.10789,-0.08683
0,368,0.00017,0.10789,-0.08683
0,369,0.00017,0.10789,-0.08683
0,370,0.00017,0.10789,-0.08683
0,371,0.00017,0.10789,-0.08683
0,372,0.00017,0.10789,-0.08683
0,373,0.00017,0.10789,-0.08683
0,374,0.00017,0.10789,-0.08683
0,375,0.00017,0.10789,-0.08683
0,376,-0.00122,0.1069,-0.09022
0,377,-0.00122,0.1069,-0.09022
0,378,-0.00122,0.1069,-0.09022
0,379,-0.00048,0.10701,-0.11144
0,380,-0.00048,0.10701,-0.11144
0,381,-0.00048,0.10701,-0.11144
0,382,-0.00048,0.10701,-0.11144
0,383,-0.00048,0.10701,-0.11144
0,384,-0.00048,0.10701,-0.11144
0,385,-0.00048,0.10701,-0.11144
0,386,0.00095,0.10808,-0.09829
0,387,0.00095,0.10808,-0.09829
0,388,0.00095,0.10808,-0.09829
0,389,0.00095,0.10808,-0.09829
0,390,0.00095,0.10808,-0.09829
0,391,0.00095,0.10808,-0.09829
0,392,5e-05,0.10747,-0.07712
0,393,5e-05,0.10747,-0.07712
0,394,5e-05,0.10747,-0.07712
0,395,0.00045,0.10749,-0.11188
0,396,0.00045,0.10749,-0.11188
0,397,0.00045,0.10749,-0.11188
0,398,0.00027,0.10701,-0.11193
0,399,0.00027,0.10701,-0.11193
0,400,0.00027,0.10701,-0.11193
0,401,0.0017,0.10808,-0.09889
0,402,0.0017,0.10808,-0.09889
0,403,0.0017,0.10808,-0.09889
0,404,0.00161,0.10788,-0.11764
0,405,0.00161,0.10788,-0.11764
0,406,0.00161,0.10788,-0.11764
0,407,0.00161,0.10788,-0.11764
0,408,0.00221,0.10837,-0.06508
0,409,0.00221,0.10837,-0.06508
0,410,0.00221,0.10837,-0.06508
0,411,0.0008,0.10738,-0.06893
0,412,0.0008,0.10738,-0.06893
0,413,0.0008,0.10738,-0.06893
0,414,0.00189,0.10763,-0.05086
0,415,0.00189,0.10763,-0.05086
0,416,0.00189,0.10763,-0.05086
0,417,0.00296,0.10837,-0.06508
0,418,0.00296,0.10837,-0.06508
0,419,0.00296,0.10837,-0.06508
0,420,0.00296,0.10837,-0.06508
0,421,0.00296,0.10837,-0.06508
0,422,0.00296,0.10837,-0.06508
0,423,0.00298,0.10854,-0.07868
0,424,0.00298,0.10854,-0.07868
0,425,0.00298,0.10854,-0.07868
0,426,0.00263,0.10763,-0.05088
0,427,0.00263,0.10763,-0.05088
0,428,0.00263,0.10763,-0.05088
0,429,0.00228,0.10747,-0.09193
0,430,0.00228,0.10747,-0.09193
0,431,0.00228,0.10747,-0.09193
0,432,0.00228,0.10747,-0.09193
0,433,0.00228,0.10747,-0.09193
0,434,0.00228,0.10747,-0.09193
0,435,0.00228,0.10747,-0.09193
0,436,0.00228,0.10747,-0.09193
0,437,0.00228,0.10747,-0.09193
0,438,0.00228,0.10747,-0.09193
0,439,0.00373,0.10854,-0.07932
0,440,0.00373,0.10854,-0.07932
0,441,0.00373,0.10854,-0.07932
0,442,0.00373,0.10854,-0.07932
0,443,0.00373,0.10854,-0.07932
0,444,0.00373,0.10854,-0.07932
0,445,0.00302,0.10747,-0.09242
0,446,0.00302,0.10747,-0.09242
0,447,0.00302,0.10747,-0.09242
0,448,0.00302,0.10747,-0.09242
0,449,0.00302,0.10747,-0.09242
0,450,0.00302,0.10747,-0.09242
0,451,0.00315,0.10777,-0.08289
0,452,0.00315,0.10777,-0.08289
0,453,0.00315,0.10777,-0.08289
0,454,0.00315,0.10777,-0.08289
0,455,0.00315,0.10777,-0.08289
0,456,0.00315,0.10777,-0.08289
0,457,0.00315,0.10777,-0.08289
0,458,0.00448,0.10854,-0.07998
0,459,0.00448,0.10854,-0.07998
0,460,0.00448,0.10854,-0.07998
0,461,0.00448,0.10854,-0.07998
0,462,0.00448,0.10854,-0.07998
0,463,0.00448,0.10854,-0.07998
0,464,0.00377,0.10747,-0.09292
0,465,0.00377,0.10747,-0.09292
0,466,0.00377,0.10747,-0.09292
0,467,0.00389,0.10777,-0.0834
0,468,0.00389,0.10777,-0.0834
0,469,0.00389,0.10777,-0.0834
0,470,0.00389,0.10777,-0.0834
0,471,0.00389,0.10777,-0.0834
0,472,0.00389,0.10777,-0.0834
0,473,0.00523,0.10853,-0.08063
0,474,0.00523,0.10853,-0.08063
0,475,0.00523,0.10853,-0.08063
0,476,0.00409,0.108,-0.05366
0,477,0.00409,0.108,-0.05366
0,478,0.00409,0.108,-0.05366
0,479,0.00465,0.10835,-0.04341
0,480,0.00465,0.10835,-0.04341
0,481,0.00465,0.10835,-0.04341
0,482,0.00465,0.10835,-0.04341
0,483,0.00506,0.10818,-0.04832
0,484,0.00506,0.10818,-0.04832
0,485,0.00506,0.10818,-0.04832
0,486,0.00482,0.108,-0.0537
0,487,0.00482,0.108,-0.0537
0,488,0.00482,0.108,-0.0537
0,489,0.00647,0.10881,-0.04329
0,490,0.00647,0.10881,-0.04329
0,491,0.00647,0.10881,-0.04329
0,492,0.00647,0.10881,-0.04329
0,493,0.00647,0.10881,-0.04329
0,494,0.00647,0.10881,-0.04329
0,495,0.00647,0.10881,-0.04329
0,496,0.00647,0.10881,-0.04329
0,497,0.00647,0.10881,-0.04329
0,498,0.00606,0.1083,-0.05931
0,499,0.00606,0.1083,-0.05931
0,500,0.00606,0.1083,-0.05931
0,501,0.00658,0.10877,-0.05117
0,502,0.00658,0.10877,-0.05117
0,503,0.00658,0.10877,-0.05117
0,504,0.0072,0.10895,-0.0607
0,505,0.0072,0.10895,-0.0607
0,506,0.0072,0.10895,-0.0607
0,507,0.0072,0.10895,-0.0607
0,508,0.0072,0.10895,-0.0607
0,509,0.0072,0.10895,-0.0607
0,510,0.0072,0.10895,-0.0607
0,511,0.0072,0.10895,-0.0607
0,512,0.0072,0.10895,-0.0607
0,513,0.0072,0.10895,-0.0607
0,514,0.0066,0.1086,-0.03031
0,515,0.0066,0.1086,-0.03031
0,516,0.0066,0.1086,-0.03031
0,517,0.00733,0.10877,-0.05119
0,518,0.00733,0.10877,-0.05119
0,519,0.00733,0.10877,-0.05119
0,520,0.0064,0.10821,-0.05353
0,521,0.0064,0.10821,-0.05353
0,522,0.0064,0.10821,-0.05353
0,523,0.00677,0.10843,-0.03244
0,524,0.00677,0.10843,-0.03244
0,525,0.00677,0.10843,-0.03244
0,526,0.00677,0.10843,-0.03244
0,527,0.00677,0.10843,-0.03244
0,528,0.00677,0.10843,-0.03244
0,529,0.00677,0.10843,-0.03244
0,530,0.00677,0.10843,-0.03244
0,531,0.00677,0.10843,-0.03244
0,532,0.00677,0.10843,-0.03244
0,533,0.00677,0.10843,-0.03244
0,534,0.00677,0.10843,-0.03244
0,535,0.00677,0.10843,-0.03244
0,536,0.00709,0.10837,-0.05104
0,537,0.00709,0.10837,-0.05104
0,538,0.00709,0.10837,-0.05104
0,539,0.00709,0.10837,-0.05104
0,540,0.00709,0.10837,-0.05104
0,541,0.00709,0.10837,-0.05104
0,542,0.00729,0.10869,-0.0556
0,543,0.00729,0.10869,-0.0556
0,544,0.00729,0.10869,-0.0556
0,545,0.00751,0.10842,-0.03248
0,546,0.00751,0.10842,-0.03248
0,547,0.00751,0.10842,-0.03248
0,548,0.00751,0.10842,-0.03248
0,549,0.00751,0.10842,-0.03248
0,550,0.00751,0.10842,-0.03248
0,551,0.00751,0.10842,-0.03248
0,552,0.00751,0.10842,-0.03248
0,553,0.00751,0.10842,-0.03248
0,554,0.00784,0.10837,-0.05106
0,555,0.00784,0.10837,-0.05106
0,556,0.00784,0.10837,-0.05106
0,557,0.00784,0.10837,-0.05106
0,558,0.00784,0.10837,-0.05106
0,559,0.00784,0.10837,-0.05106
0,560,0.00784,0.10837,-0.05106
0,561,0.00901,0.10929,-0.084
0,562,0.00901,0.10929,-0.084
0,563,0.00901,0.10929,-0.084
0,564,0.00825,0.10842,-0.03253
0,565,0.00825,0.10842,-0.03253
0,566,0.00825,0.10842,-0.03253
0,567,0.00825,0.10842,-0.03253
0,568,0.00825,0.10842,-0.03253
0,569,0.00825,0.10842,-0.03253
0,570,0.00825,0.10842,-0.03253
0,571,0.00825,0.10842,-0.03253
0,572,0.00825,0.10842,-0.03253
0,573,0.00836,0.10852,-0.08684
0,574,0.00836,0.10852,-0.08684
0,575,0.00836,0.10852,-0.08684
0,576,0.00927,0.10862,-0.02748
0,577,0.00927,0.10862,-0.02748
0,578,0.00927,0.10862,-0.02748
0,579,0.01004,0.1092,-0.0297
0,580,0.01004,0.1092,-0.0297
0,581,0.01004,0.1092,-0.0297
0,582,0.01004,0.1092,-0.0297
0,583,0.01004,0.1092,-0.0297
0,584,0.01004,0.1092,-0.0297
0,585,0.01004,0.1092,-0.0297
0,586,0.00905,0.10884,-0.04157
0,587,0.00905,0.10884,-0.04157
0,588,0.00905,0.10884,-0.04157
0,589,0.0088,0.10862,-0.04818
0,590,0.0088,0.10862,-0.04818
0,591,0.0088,0.10862,-0.04818
0,592,0.01097,0.1097,-0.06398
0,593,0.01097,0.1097,-0.06398
0,594,0.01097,0.1097,-0.06398
0,595,0.01097,0.1097,-0.06398
0,596,0.01097,0.1097,-0.06398
0,597,0.01097,0.1097,-0.06398
0,598,0.01002,0.10913,-0.03399
0,599,0.01002,0.10913,-0.03399
0,600,0.01002,0.10913,-0.03399
0,601,0.01002,0.10913,-0.03399
0,602,0.01002,0.10913,-0.03399
0,603,0.01002,0.10913,-0.03399
0,604,0.01002,0.10913,-0.03399
0,605,0.01002,0.10913,-0.03399
0,606,0.01002,0.10913,-0.03399
0,607,0.01032,0.10895,-0.06653
0,608,0.01032,0.10895,-0.06653
0,609,0.01032,0.10895,-0.06653
0,610,0.01172,0.1097,-0.06461
0,611,0.01172,0.1097,-0.06461
0,612,0.01172,0.1097,-0.06461
0,613,0.01172,0.1097,-0.06461
0,614,0.01172,0.1097,-0.06461
0,615,0.01172,0.1097,-0.06461
0,616,0.01172,0.1097,-0.06461
0,617,0.01172,0.1097,-0.06461
0,618,0.01172,0.1097,-0.06461
0,619,0.01172,0.1097,-0.06461
0,620,0.01172,0.1097,-0.06461
0,621,0.01172,0.1097,-0.06461
0,622,0.01172,0.1097,-0.06461
0,623,0.01077,0.10913,-0.034
0,624,0.01077,0.10913,-0.034
0,625,0.01077,0.10913,-0.034
0,626,0.01107,0.10895,-0.06706
0,627,0.01107,0.10895,-0.06706
0,628,0.01107,0.10895,-0.06706
0,629,0.01247,0.1097,-0.06524
0,630,0.01247,0.1097,-0.06524
0,631,0.01247,0.1097,-0.06524
0,632,0.01247,0.1097,-0.06524
0,633,0.01247,0.1097,-0.06524
0,634,0.01247,0.1097,-0.06524
0,635,0.01247,0.1097,-0.06524
0,636,0.01247,0.1097,-0.06524
0,637,0.01247,0.1097,-0.06524
0,638,0.01247,0.1097,-0.06524
0,639,0.01247,0.1097,-0.06524
0,640,0.01247,0.1097,-0.06524
0,641,0.01247,0.1097,-0.06524
0,642,0.01247,0.1097,-0.06524
0,643,0.01247,0.1097,-0.06524
0,644,0.01247,0.1097,-0.06524
0,645,0.01087,0.10874,-0.056
0,646,0.01087,0.10874,-0.056
0,647,0.01087,0.10874,-0.056
0,648,0.01181,0.10895,-0.06759
0,649,0.01181,0.10895,-0.06759
0,650,0.01181,0.10895,-0.06759
0,651,0.01195,0.10916,-0.03273
0,652,0.01195,0.10916,-0.03273
0,653,0.01195,0.10916,-0.03273
0,654,0.01322,0.10969,-0.06587
0,655,0.01322,0.10969,-0.06587
0,656,0.01322,0.10969,-0.06587
0,657,0.01195,0.10916,-0.03273
0,658,0.01195,0.10916,-0.03273
0,659,0.01195,0.10916,-0.03273
0,660,0.01195,0.10916,-0.03273
0,661,0.01195,0.10916,-0.03273
0,662,0.01195,0.10916,-0.03273
0,663,0.01123,0.10893,-0.04532
0,664,0.01123,0.10893,-0.04532
0,665,0.01123,0.10893,-0.04532
0,666,0.01269,0.10915,-0.03277
0,667,0.01269,0.10915,-0.03277
0,668,0.01269,0.10915,-0.03277
0,669,0.01269,0.10915,-0.03277
0,670,0.01269,0.10915,-0.03277
0,671,0.01269,0.10915,-0.03277
0,672,0.01269,0.10915,-0.03277
0,673,0.01269,0.10915,-0.03277
0,674,0.01269,0.10915,-0.03277
0,675,0.01269,0.10915,-0.03277
0,676,0.01279,0.1091,-0.02411
0,677,0.01279,0.1091,-0.02411
0,678,0.01279,0.1091,-0.02411
0,679,0.01455,0.10995,-0.02987
